white_elo,black_elo,eco,opening,result,num_plies,time_control
1220,1132,C20,King's Pawn Game,1-0,2,600+0
1766,1767,B18,Caro-Kann Defense: Classical Variation,1-0,87,600+0
1265,1289,C50,Italian Game,1-0,21,600+0
1624,1578,B10,Caro-Kann Defense,0-1,56,600+0
1680,1713,C45,Scotch Game,0-1,86,600+0
1454,1475,C00,French Defense: Normal Variation,0-1,31,600+0
1379,1462,C41,Philidor Defense,0-1,128,600+0
1894,1888,A43,Benoni Defense: Benoni Gambit Accepted,1-0,91,600+0
1115,1003,C42,Petrov's Defense: Three Knights Game,0-1,28,600+0
1766,1724,D10,Slav Defense,0-1,11,600+0
1545,1526,B21,Sicilian Defense: Smith-Morra Gambit,0-1,126,600+0
2078,1998,C01,French Defense: Exchange Variation,0-1,70,600+0
1820,1714,A80,Dutch Defense,1-0,60,180+0
1851,1874,B40,Sicilian Defense: Smith-Morra Gambit Deferred,1-0,67,180+0
1858,1778,C37,King's Gambit Accepted: King's Knight's Gambit,1-0,115,180+0
1775,1497,D43,Semi-Slav Defense,1-0,25,180+0
1601,1683,A21,"English Opening: King's English Variation, Reversed Sicilian",1/2-1/2,123,60+0
1369,1397,A00,Van't Kruijs Opening,1-0,48,180+0
1713,1727,A00,Van't Kruijs Opening,0-1,46,180+0
1836,1832,A04,Zukertort Opening: Pirc Invitation,0-1,114,180+0
2400,2513,B02,Alekhine Defense,1-0,19,180+0
2072,2117,C44,"Scotch Game: Scotch Gambit, London Defense",1-0,25,180+0
884,1005,D02,Queen's Pawn Game: Chigorin Variation,0-1,24,180+0
1569,1213,A00,Van't Kruijs Opening,1-0,77,180+0
1873,1873,B23,Sicilian Defense: Closed,1-0,29,180+0
1513,1465,B32,Sicilian Defense: Löwenthal Variation,0-1,54,180+0
2191,2305,C02,"French Defense: Advance Variation, Milner-Barry Gambit, Main Line",1-0,85,180+0
1674,1664,B06,Modern Defense: Two Knights Variation,0-1,62,180+0
1698,1700,A00,Hungarian Opening,0-1,64,180+0
1847,1899,A48,London System,1-0,85,180+0
1589,1618,D02,"Queen's Pawn Game: London System, with e6",1-0,67,180+0
1961,1991,C24,Bishop's Opening: Vienna Hybrid,1/2-1/2,101,180+0
1798,1802,C47,Four Knights Game,0-1,42,180+0
1172,1204,A00,Hungarian Opening: Catalan Formation,0-1,103,180+0
1744,1781,B01,Scandinavian Defense: Panov Transfer,0-1,88,300+3
2227,2204,A00,Polish Opening,1-0,71,60+0
789,750,D02,Queen's Pawn Game: Chigorin Variation,0-1,54,600+5
573,758,C20,King's Pawn Game: Leonardis Variation,0-1,112,600+5
2132,2128,B40,Sicilian Defense: French Variation,0-1,38,60+0
2213,2194,D06,Queen's Gambit Declined: Austrian Defense,0-1,22,60+0
1516,1544,C41,Philidor Defense,0-1,68,60+0
1673,1739,A00,Saragossa Opening,0-1,62,60+0
1597,1597,A40,Queen's Pawn Game,0-1,86,60+0
1848,1872,B00,Pirc Defense,1-0,81,60+0
1625,1655,C28,"Bishop's Opening: Vienna Hybrid, Hromádka Variation",1-0,37,60+0
1578,1619,C47,Four Knights Game: Italian Variation,1-0,69,60+0
1291,1467,C41,Philidor Defense,0-1,86,60+0
2064,2068,A43,Benoni Defense: Old Benoni,1-0,49,60+0
1767,1764,B10,Caro-Kann Defense,0-1,58,60+0
1381,1495,C28,"Vienna Game: Stanley Variation, Three Knights Variation",1-0,31,60+0
1814,1784,C43,Petrov's Defense: Modern Attack,0-1,36,60+0
2192,2174,C25,Vienna Game: Max Lange Defense,0-1,54,60+0
1967,1979,C01,French Defense: Exchange Variation,0-1,40,60+0
1643,1589,B00,Owen Defense,0-1,74,0+4
1817,1787,D02,Queen's Pawn Game: Krause Variation,1/2-1/2,204,180+2
1076,1172,B06,Modern Defense,0-1,26,180+2
2012,2077,D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation",0-1,66,180+2
2128,2172,A01,Nimzo-Larsen Attack,0-1,72,180+2
1382,1362,C45,Scotch Game: Schmidt Variation,1-0,65,180+2
907,934,A40,Englund Gambit,1-0,37,180+2
1458,1426,B10,Caro-Kann Defense,1-0,47,180+2
1882,1958,B01,"Scandinavian Defense: Main Line, Mieses Variation",1-0,35,180+2
1475,1583,C42,Petrov's Defense: Stafford Gambit,1/2-1/2,142,180+2
1865,1818,A36,"English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation",0-1,98,180+2
1656,1651,B01,Scandinavian Defense,1-0,85,180+2
1198,1254,B00,Owen Defense,1-0,65,180+2
1762,1665,A45,Indian Defense: Accelerated London System,1-0,33,180+2
1917,1897,D02,Queen's Pawn Game: London System,1-0,87,180+0
1773,1882,A00,Kádas Opening,1-0,57,15+0
2397,2534,B23,"Sicilian Defense: Closed, Traditional",1/2-1/2,106,30+0
1165,751,A40,Queen's Pawn Game,1-0,1,60+0
1646,1805,A84,Dutch Defense: Normal Variation,0-1,32,180+2
2146,1850,C21,Center Game: Kieseritzky Variation,1-0,79,180+1
1291,1336,C42,Petrov's Defense: Three Knights Game,0-1,146,300+0
1469,1601,C47,Four Knights Game: Italian Variation,0-1,64,300+0
1644,1054,A80,Dutch Defense,1-0,103,300+0
1159,1067,B22,Sicilian Defense: Alapin Variation,1/2-1/2,98,300+0
2110,1846,C46,Three Knights Opening,0-1,110,180+0
2224,2137,A05,Zukertort Opening,1/2-1/2,176,180+0
1961,1985,B00,Pirc Defense,1-0,73,180+0
1747,1430,A00,Hungarian Opening,0-1,26,15+0
2180,2667,B00,Pirc Defense,0-1,88,60+0
924,923,D00,Queen's Pawn Game,1-0,41,600+5
889,882,B10,Caro-Kann Defense: Two Knights Attack,1-0,29,600+5
2234,2204,C78,"Ruy Lopez: Morphy Defense, Neo-Arkhangelsk Variation",0-1,44,600+5
1453,1443,D00,Queen's Pawn Game: Levitsky Attack,1-0,81,600+5
1289,1297,B10,Caro-Kann Defense,0-1,111,600+5
497,583,C42,Petrov's Defense,0-1,76,600+5
1139,946,C57,"Italian Game: Two Knights Defense, Knight Attack",1-0,37,900+0
1078,1002,C23,Bishop's Opening,0-1,36,180+0
2145,2177,A00,Hungarian Opening,1-0,115,180+0
1334,1344,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,97,180+0
1651,1525,B29,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",0-1,92,180+0
1846,1781,B06,Modern Defense,1-0,61,180+0
1726,1675,B20,Sicilian Defense,0-1,61,180+0
1858,1865,B00,Pirc Defense,1-0,97,180+0
2063,2059,A40,Horwitz Defense,1-0,89,180+0
1197,1198,C00,French Defense: Knight Variation,0-1,42,180+0
2563,2699,D25,Queen's Gambit Accepted: Normal Variation,1/2-1/2,140,180+0
2044,1940,E80,King's Indian Defense: Sämisch Variation,1-0,71,180+0
1613,1528,D24,Queen's Gambit Accepted: Showalter Variation,1-0,29,180+2
1640,1617,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Pin Defense",1-0,61,180+2
2418,2330,B01,Scandinavian Defense,0-1,98,180+2
1262,1226,B22,Sicilian Defense: Alapin Variation,0-1,34,180+2
1783,1758,C41,Philidor Defense: Philidor Countergambit,0-1,49,180+2
1045,1046,B20,Sicilian Defense: Bowdler Attack,1-0,43,180+2
1385,1367,C41,Philidor Defense,1-0,35,60+0
2139,2131,C25,Vienna Game,1-0,63,60+0
1856,1804,B40,Sicilian Defense: French Variation,0-1,50,60+0
1690,1670,C23,Bishop's Opening: Boi Variation,0-1,68,60+0
1117,1106,C20,King's Pawn Game: Wayward Queen Attack,0-1,62,60+0
1545,1568,B12,Caro-Kann Defense: Advance Variation,0-1,60,60+0
1783,1789,A41,Queen's Pawn Game,0-1,78,60+0
2123,2075,A40,Englund Gambit Declined: Reversed Alekhine,0-1,82,60+0
1776,1757,A40,Horwitz Defense,1-0,115,60+0
1510,1494,D53,Queen's Gambit Declined,0-1,42,60+0
1451,1462,A40,Horwitz Defense,1-0,9,60+0
1631,1607,B00,Rat Defense: Harmonist,0-1,52,60+0
2250,2228,A00,Barnes Opening,1-0,71,60+0
1309,1337,A25,"English Opening: King's English Variation, Reversed Closed Sicilian",0-1,56,60+0
2214,2214,B20,Sicilian Defense,1-0,79,60+0
2391,2464,D24,"Queen's Gambit Accepted: Gunsberg Defense, Prianishenmo Gambit",0-1,56,60+0
1899,1952,A40,Horwitz Defense,1/2-1/2,106,60+0
2018,2053,D06,Queen's Gambit Declined: Marshall Defense,1-0,71,60+0
1319,1306,C62,Ruy Lopez: Steinitz Defense,0-1,110,180+0
1789,1806,A40,Englund Gambit Declined: Reversed French,0-1,66,180+0
1013,1111,B00,Nimzowitsch Defense: Williams Variation,0-1,60,180+0
1544,1553,B13,Caro-Kann Defense: Exchange Variation,1-0,57,180+0
1817,1815,C54,"Italian Game: Classical Variation, Greco Gambit, Modern Line",0-1,28,180+0
1560,1627,A01,Nimzo-Larsen Attack: Modern Variation,0-1,45,180+0
1665,1756,C46,Three Knights Opening,1-0,83,180+0
2018,2100,A00,Van Geet Opening,0-1,78,180+0
1407,1366,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,120,180+0
2078,2047,C02,"French Defense: Advance Variation, Paulsen Attack",1-0,177,180+0
2117,2068,B00,Pirc Defense,1/2-1/2,139,180+0
1630,1628,B06,Modern Defense,1-0,61,180+0
1838,1819,A41,Queen's Pawn Game,0-1,74,180+0
1211,1246,B33,Sicilian Defense: Open,0-1,68,180+0
1450,1551,A27,"English Opening: King's English Variation, Three Knights System",0-1,50,180+0
1630,1517,A40,Queen's Pawn Game: Modern Defense,1-0,109,180+0
1426,1402,C44,Scotch Game,1-0,69,300+0
1358,1330,A00,Van't Kruijs Opening,0-1,32,300+0
2189,2043,A48,"Queen's Pawn Game: Barry Attack, Tarzan Attack",1-0,63,300+0
1803,1788,D02,Queen's Pawn Game: Chigorin Variation,1-0,37,300+0
1905,1927,C02,French Defense: Advance Variation,1-0,35,300+0
1467,1452,C41,Philidor Defense: Larsen Variation,1-0,23,300+0
1485,1487,A43,Benoni Defense: Benoni Gambit Accepted,1-0,25,300+0
1017,1026,B01,Scandinavian Defense,1-0,31,300+0
1760,1742,D02,"Queen's Pawn Game: London System, with e6",1-0,71,300+0
842,982,B01,Scandinavian Defense,0-1,112,300+0
1591,1484,B13,Caro-Kann Defense: Exchange Variation,1-0,81,300+0
1904,1857,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",1-0,75,300+0
1300,1396,A40,Englund Gambit Declined,1-0,41,300+0
1109,1131,D00,Queen's Pawn Game: Accelerated London System,0-1,132,300+0
1849,1817,C00,French Defense: Steiner Variation,1-0,71,300+0
2379,2348,A52,"Indian Defense: Budapest Defense, Adler Variation",1-0,131,180+0
1612,1610,A06,Zukertort Opening: Old Indian Attack,1-0,69,60+0
1888,1975,A00,Saragossa Opening,1-0,57,0+1
1631,1718,C24,Bishop's Opening: Berlin Defense,1-0,119,420+0
1997,1961,A40,Queen's Pawn Game: Modern Defense,1-0,43,120+1
1560,1596,B02,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",1-0,85,120+1
1136,1154,A40,Queen's Pawn Game: Modern Defense,0-1,32,120+1
1857,1908,C50,Italian Game: Paris Defense,0-1,100,120+1
1155,1156,C50,Italian Game: Giuoco Piano,1-0,13,120+1
2096,2102,A40,Englund Gambit: Hartlaub-Charlick Gambit,0-1,50,60+0
2125,2159,D45,Semi-Slav Defense: Normal Variation,1-0,115,60+0
1642,1531,B06,Modern Defense,1/2-1/2,70,60+0
1971,1975,B00,Nimzowitsch Defense: Williams Variation,1-0,89,60+0
1943,1955,A01,Nimzo-Larsen Attack: Classical Variation,1-0,91,60+0
2713,2681,B20,Sicilian Defense: Wing Gambit,1-0,89,60+0
1775,1778,D00,Queen's Pawn Game: Levitsky Attack,1-0,81,60+0
2111,2106,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,83,60+0
1712,1714,D00,Queen's Pawn Game,0-1,78,60+0
2033,2018,B10,Caro-Kann Defense,0-1,56,60+0
995,1001,B21,Sicilian Defense: Morphy Gambit,1-0,49,60+0
1846,1885,D38,Queen's Gambit Declined: Ragozin Defense,0-1,48,60+0
2918,2781,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",1/2-1/2,152,600+1
1369,1353,C00,French Defense: Queen's Knight,1/2-1/2,93,60+0
2121,2158,A00,Mieses Opening: Reversed Rat,1-0,120,180+0
1777,1760,C55,Italian Game: Two Knights Defense,0-1,128,1800+0
2011,2106,A12,"Réti Opening: Anglo-Slav Variation, New York System",0-1,62,1800+0
970,814,A01,Nimzo-Larsen Attack: Modern Variation,1-0,3,1800+0
1959,1967,C00,French Defense: Normal Variation,0-1,96,300+0
1619,1598,C00,French Defense: Normal Variation,1-0,79,300+5
1887,1880,B32,Sicilian Defense: Open,0-1,87,300+0
1390,1229,B23,Sicilian Defense: Closed,0-1,32,0+1
1304,1299,C23,Bishop's Opening: Boi Variation,1-0,69,600+5
1289,1288,B00,Owen Defense,0-1,82,300+0
1170,1181,C00,French Defense: Normal Variation,1-0,67,300+0
1095,1018,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",1/2-1/2,45,300+0
1233,1257,C02,French Defense: Advance Variation,1-0,119,300+0
1104,1153,B00,Owen Defense,0-1,82,300+0
1441,1428,D02,Queen's Pawn Game: Zukertort Variation,0-1,36,300+0
1569,1572,C47,Four Knights Game: Italian Variation,0-1,34,300+0
1269,1363,C00,French Defense: La Bourdonnais Variation,0-1,30,300+0
1709,1776,C41,Philidor Defense: Exchange Variation,0-1,110,300+0
1974,1961,E90,"King's Indian Defense: Normal Variation, Rare Defenses",1-0,85,300+0
2311,2311,B01,Scandinavian Defense: Modern Variation,1-0,107,300+0
1977,2009,B00,Pirc Defense,0-1,124,300+0
1442,1531,C02,"French Defense: Advance Variation, Euwe Variation",1-0,69,300+0
2078,2079,C00,French Defense: Knight Variation,1-0,65,300+0
1636,1607,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6",0-1,54,300+0
945,958,A06,Zukertort Opening: Tennison Gambit,1-0,15,300+0
1597,1603,E62,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",0-1,22,300+0
1958,1887,A45,Indian Defense: Accelerated London System,0-1,80,60+0
1848,1818,B01,"Scandinavian Defense: Main Line, Mieses Variation",0-1,38,60+0
1745,1745,A46,Indian Defense: Knights Variation,1-0,75,60+0
2093,2086,B32,Sicilian Defense: Open,0-1,48,60+0
1557,1675,D06,Queen's Gambit Declined: Marshall Defense,1-0,57,60+0
1277,1281,C41,Philidor Defense,1-0,67,60+0
1644,1666,B01,Scandinavian Defense,1-0,61,60+0
1696,1777,D00,Queen's Pawn Game: Mason Attack,0-1,70,60+0
2490,2474,A43,Benoni Defense: Old Benoni,0-1,94,60+0
2060,1984,A84,Dutch Defense: Normal Variation,1-0,79,60+0
1530,1503,A43,Benoni Defense: Old Benoni,0-1,37,60+0
2104,2126,B22,"Sicilian Defense: Alapin Variation, Anti-Alapin Gambit",0-1,56,60+0
2345,2347,A00,Hungarian Opening: Symmetrical Variation,1-0,41,60+0
1491,1481,C42,Petrov's Defense: Three Knights Game,1-0,55,60+0
2136,2133,D01,Rapport-Jobava System,1-0,37,60+0
1803,1808,C46,Three Knights Opening,1-0,47,60+0
1160,1213,D05,Queen's Pawn Game: Colle System,0-1,50,60+0
1764,1789,B23,"Sicilian Defense: Closed, Traditional",1-0,48,60+0
1237,1275,C50,Italian Game: Anti-Fried Liver Defense,0-1,74,180+0
1537,1524,C60,Ruy Lopez: Nürnberg Variation,1/2-1/2,101,180+0
1975,1945,A20,English Opening: King's English Variation,1-0,87,180+0
1291,1294,D30,Queen's Gambit Declined,1-0,42,180+0
1746,1755,D04,Queen's Pawn Game: Colle System,0-1,168,180+0
1084,1131,A00,Hungarian Opening,0-1,72,180+0
1975,2033,A48,London System,0-1,58,60+0
2091,2074,C41,Philidor Defense,1-0,63,60+0
1282,1189,B10,Caro-Kann Defense,0-1,60,60+0
1888,1890,B22,Sicilian Defense: Alapin Variation,1-0,33,60+0
1487,1457,B10,Caro-Kann Defense,0-1,64,60+0
1778,1737,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",0-1,44,60+0
2150,2148,C01,French Defense: Exchange Variation,0-1,118,60+0
2467,2413,B23,Sicilian Defense: Grand Prix Attack,1-0,53,60+0
1879,1879,A40,Horwitz Defense,0-1,68,60+0
2122,2128,B30,Sicilian Defense: Old Sicilian,1-0,39,60+0
1783,1798,A43,Benoni Defense: Old Benoni,0-1,44,60+0
1630,1670,A00,Van't Kruijs Opening,0-1,66,60+0
1574,1568,A46,Indian Defense: London System,0-1,68,60+0
1597,1601,A45,Indian Defense,1-0,55,60+0
2014,1980,D09,"Queen's Gambit Declined: Albin Countergambit, Fianchetto Variation",1-0,35,180+2
1937,1935,A85,Dutch Defense: Queen's Knight Variation,0-1,104,180+2
1706,1723,B00,Pirc Defense,0-1,68,180+2
1307,1297,B06,Modern Defense,0-1,68,180+2
1135,1190,C46,Three Knights Opening,1-0,23,180+2
1449,1458,D15,Slav Defense: Three Knights Variation,0-1,24,180+2
1407,1418,B23,Sicilian Defense: Closed,0-1,35,180+2
1849,1870,A00,Lasker Simul Special,1/2-1/2,140,180+2
1835,1828,B32,Sicilian Defense: Accelerated Dragon,0-1,58,180+2
1908,1874,C02,French Defense: Advance Variation,1-0,45,180+2
765,795,B00,Pirc Defense,1-0,39,180+2
1761,1811,D02,Queen's Pawn Game: Zukertort Variation,1-0,49,180+2
1629,1519,C44,King's Knight Opening: Normal Variation,1-0,85,180+2
1321,1575,A00,Van't Kruijs Opening,0-1,48,60+1
1847,1655,D13,Slav Defense: Exchange Variation,0-1,64,60+1
2405,2458,B40,"Sicilian Defense: Delayed Alapin Variation, with e6",0-1,43,60+0
1534,1521,C44,Scotch Game: Lolli Variation,0-1,52,60+0
1299,1280,B01,Scandinavian Defense: Main Line,0-1,106,600+0
1390,1375,C57,"Italian Game: Two Knights Defense, Ponziani-Steinitz Gambit",1-0,43,600+0
834,857,C50,Four Knights Game: Italian Variation,1-0,19,600+0
982,885,A45,Indian Defense: Accelerated London System,0-1,31,600+0
2012,2005,B00,Owen Defense,0-1,122,600+0
1591,1600,C00,French Defense: Normal Variation,1-0,73,600+0
1801,1795,C61,Ruy Lopez: Bird Variation,0-1,42,600+0
1895,1883,B00,Pirc Defense,0-1,114,600+0
1455,1408,C41,Philidor Defense,1-0,43,600+0
2064,2117,D08,"Queen's Gambit Declined: Albin Countergambit, Tartakower Defense",1-0,47,300+0
1707,1675,D15,Slav Defense: Three Knights Variation,1-0,91,60+0
1983,1944,C01,French Defense: Exchange Variation,0-1,98,60+0
1438,1430,B21,Sicilian Defense: Smith-Morra Gambit,1-0,41,60+0
1480,1553,D15,Slav Defense: Three Knights Variation,1-0,45,60+0
1769,1751,C42,Petrov's Defense: Three Knights Game,1-0,73,60+0
1055,966,C00,French Defense,1/2-1/2,62,60+0
1582,1582,A40,English Defense,1-0,43,60+0
1387,1384,B21,Sicilian Defense: McDonnell Attack,0-1,62,60+0
1895,1906,A04,Zukertort Opening: Slav Invitation,1-0,89,60+0
2262,2304,A40,Englund Gambit,1-0,77,60+0
2220,2142,C46,Three Knights Opening: Winawer Defense,1-0,33,60+0
806,837,B00,Pirc Defense,1-0,35,60+0
1605,1606,A06,Zukertort Opening: Tennison Gambit,1-0,45,60+0
1631,1618,C01,"French Defense: Exchange Variation, Monte Carlo Variation",1-0,91,60+0
1580,1580,C25,Vienna Game: Max Lange Defense,0-1,40,60+0
1866,1794,A00,Hungarian Opening: Sicilian Invitation,1-0,51,60+0
1114,1193,D00,"Queen's Pawn Game: Accelerated London System, Steinitz Countergambit",0-1,78,180+2
1757,1730,A40,Englund Gambit: Hartlaub-Charlick Gambit,0-1,74,180+0
1186,1183,B01,Scandinavian Defense: Main Line,0-1,84,300+0
2216,2215,B17,Caro-Kann Defense: Karpov Variation,1-0,93,300+0
1542,1514,B30,Sicilian Defense: Old Sicilian,1-0,45,300+0
1563,1567,A40,Englund Gambit Declined: Reversed French,0-1,78,300+0
1639,1603,A00,Hungarian Opening,0-1,78,300+0
1735,1757,C01,French Defense: Exchange Variation,0-1,56,300+3
1238,1236,A40,English Defense,0-1,6,300+3
958,917,D07,"Queen's Gambit Declined: Chigorin Defense, Modern Gambit",1-0,45,300+3
2715,2674,A04,Zukertort Opening: Pirc Invitation,1-0,127,60+0
1961,1969,A00,Polish Opening: Baltic Defense,1-0,61,180+2
1500,1130,A00,Kádas Opening: Beginner's Trap,1-0,35,60+0
2173,1932,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,109,30+0
1746,1618,A40,Englund Gambit Declined: Reversed French,0-1,29,30+0
1062,1573,A06,Zukertort Opening: Reversed Mexican Defense,1-0,39,30+0
1198,1904,A01,Nimzo-Larsen Attack,0-1,48,30+0
1755,1865,B12,"Caro-Kann Defense: Advance Variation, Short Variation",0-1,56,240+0
1810,1408,B32,Sicilian Defense: Franco-Sicilian Variation,0-1,86,600+0
1890,1599,A41,Queen's Pawn Game,1-0,69,300+0
1284,1383,C00,French Defense: Knight Variation,0-1,92,180+2
1556,1341,A13,English Opening: Agincourt Defense,1-0,69,180+2
1666,1590,A40,Polish Defense,0-1,76,180+2
1677,1769,C01,French Defense: Exchange Variation,0-1,78,180+2
1377,1807,C46,Three Knights Opening,0-1,52,180+2
1932,1276,C41,Philidor Defense,1-0,95,180+2
1812,1936,C50,Italian Game: Giuoco Pianissimo,1/2-1/2,131,180+2
1966,1737,D01,Rapport-Jobava System,1-0,43,180+2
1268,1568,C20,King's Pawn Game: King's Head Opening,0-1,48,0+1
1716,1790,C02,French Defense: Advance Variation,1-0,99,60+0
2054,1919,A00,Mieses Opening,0-1,66,30+0
1971,2004,B10,Caro-Kann Defense,1-0,53,180+2
1631,1622,A00,Van't Kruijs Opening,0-1,52,180+2
1266,1314,B10,Caro-Kann Defense,0-1,36,180+2
1239,1260,D00,Queen's Pawn Game: Chigorin Variation,0-1,70,180+2
1725,1726,D10,Slav Defense,0-1,76,180+2
1441,1412,A80,Dutch Defense,1-0,67,180+2
1606,1611,A84,Dutch Defense: Classical Variation,0-1,48,180+2
2106,2014,A04,Zukertort Opening: Dutch Variation,1-0,29,180+2
2201,2165,B13,Caro-Kann Defense: Exchange Variation,0-1,100,180+2
1072,1126,A34,"English Opening: Symmetrical Variation, Normal Variation",0-1,24,180+2
1669,1667,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",0-1,56,180+2
1400,1338,A00,Hungarian Opening,0-1,66,180+2
1820,1890,A48,London System,0-1,52,180+2
1187,1160,C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",1-0,45,180+2
1035,961,D07,"Queen's Gambit Declined: Chigorin Defense, Janowski Variation",0-1,38,60+0
1873,1918,A01,Nimzo-Larsen Attack: English Variation,1-0,69,60+0
2409,2281,A01,Nimzo-Larsen Attack: Symmetrical Variation,1-0,77,60+0
1969,2005,C40,Latvian Gambit,0-1,60,60+0
2027,2045,B06,Modern Defense,1-0,45,60+0
2443,2469,A01,Nimzo-Larsen Attack: Modern Variation,1-0,103,60+0
2266,2354,D46,Semi-Slav Defense: Bogoljubow Variation,0-1,74,60+0
1836,1811,A00,Van't Kruijs Opening,0-1,48,60+0
1525,1431,C20,King's Pawn Game: Leonardis Variation,1-0,39,60+0
1943,1944,B23,"Sicilian Defense: Closed, Traditional",1-0,83,60+0
1282,1283,A40,Mikenas Defense,1-0,57,60+0
1367,1401,B01,Scandinavian Defense: Valencian Variation,0-1,52,60+0
1558,1538,C44,Scotch Game: Lolli Variation,1/2-1/2,86,60+0
1738,1711,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation",1-0,31,60+0
2149,2246,C00,French Defense: Knight Variation,0-1,58,60+0
1564,1561,C01,French Defense: Exchange Variation,1-0,51,60+0
2622,2477,C48,"Four Knights Game: Spanish Variation, Ranken Variation",1-0,75,60+0
1815,1957,D01,Rapport-Jobava System,0-1,24,0+2
1625,1680,B01,Scandinavian Defense: Main Line,1-0,63,180+0
1686,1791,B00,Pirc Defense,1-0,109,180+0
1972,1920,A07,King's Indian Attack,1-0,109,180+0
1203,1243,C00,French Defense: Mediterranean Defense,1-0,47,180+0
1977,2043,B30,Sicilian Defense: Old Sicilian,1-0,97,180+0
1441,1476,A82,Dutch Defense: Staunton Gambit,1-0,49,180+0
1479,1543,B20,Sicilian Defense: Bowdler Attack,1/2-1/2,23,180+0
1581,1572,B21,Sicilian Defense: Morphy Gambit,1-0,59,180+0
1801,1759,C30,King's Gambit Declined: Petrov's Defense,0-1,52,60+0
1150,1111,C50,Italian Game: Giuoco Piano,0-1,34,60+0
2160,2071,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",1-0,93,60+0
2319,2262,B10,Caro-Kann Defense,1-0,51,60+0
2274,2278,A41,Queen's Pawn Game,1-0,71,120+0
